SYSET	Word	W1	W2	DEF_SYNT
100284544	constitutional	regular	walk	 (S1 (NP (NP (DT a)(JJ regular)(NN walk))(VP (VBN taken)(PP (IN as)(NP (NP (DT a)(NN form))(PP (IN of)(NP (NN exercise))))))))# 
100287142	walk	slow	gait	 (S1 (NP (NP (DT a)(JJ slow)(NN gait))(PP (IN of)(NP (NP (DT a)(NN horse))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (CD two)(NNS feet))(VP (AUX are)(ADVP (RB always))(PP (IN on)(NP (DT the)(NN ground))))))))))# 
100287276	rack	rapid	gait	 (S1 (NP (NP (DT a)(JJ rapid)(NN gait))(PP (IN of)(NP (NP (DT a)(NN horse))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT each)(NN foot))(VP (VBZ strikes)(NP (DT the)(NN ground))(ADVP (RB separately)))))))))# 
100287276	single-foot	rapid	gait	 (S1 (NP (NP (DT a)(JJ rapid)(NN gait))(PP (IN of)(NP (NP (DT a)(NN horse))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT each)(NN foot))(VP (VBZ strikes)(NP (DT the)(NN ground))(ADVP (RB separately)))))))))# 
100288190	curvet	light	leap	 (S1 (NP (NP (DT a)(JJ light)(NN leap))(PP (IN by)(NP (NP (DT a)(NN horse))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT both)(JJ hind)(NNS legs))(VP (VBP leave)(NP (DT the)(NN ground))(SBAR (IN before)(S (NP (DT the)(NNS forelegs))(VP (VBP come)(PRT (
100288190	vaulting	light	leap	 (S1 (NP (NP (DT a)(JJ light)(NN leap))(PP (IN by)(NP (NP (DT a)(NN horse))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT both)(JJ hind)(NNS legs))(VP (VBP leave)(NP (DT the)(NN ground))(SBAR (IN before)(S (NP (DT the)(NNS forelegs))(VP (VBP come)(PRT (
100288384	piaffe	cadenced	trot	 (S1 (NP (NP (DT a)(JJ cadenced)(NN trot))(VP (VBN executed)(PP (IN by)(NP (DT the)(NN horse)))(PP (IN in)(NP (CD one)(NN spot))))))# 
100288671	gallop	fast	gait	 (S1 (NP (NP (DT a)(JJ fast)(NN gait))(PP (IN of)(NP (DT a)(NN horse)))))#(S1 (NP (NP (DT a)(JJ two-beat)(NN stride))(SBAR (WHPP (IN during)(WHNP (WDT which)))(S (NP (DT all)(CD four)(NNS legs))(VP (AUX are)(PP (IN off)(NP (DT the)(NN ground)))(ADVP (RB s
100294190	jog	slow	pace	 (S1 (NP (NP (DT a)(JJ slow)(NN pace))(PP (IN of)(S (VP (VBG running))))))# 
100294190	lope	slow	pace	 (S1 (NP (NP (DT a)(JJ slow)(NN pace))(PP (IN of)(S (VP (VBG running))))))# 
100294190	trot	slow	pace	 (S1 (NP (NP (DT a)(JJ slow)(NN pace))(PP (IN of)(S (VP (VBG running))))))# 
100294366	dogtrot	steady	trot	 (S1 (NP (NP (DT a)(JJ steady)(NN trot))(PP (IN like)(NP (NP (DT that))(PP (IN of)(NP (DT a)(NN dog)))))))# 
100294452	dash	quick	run	 (S1 (NP (DT a)(JJ quick)(NN run)))# 
100294452	sprint	quick	run	 (S1 (NP (DT a)(JJ quick)(NN run)))# 
100294748	break	sudden	dash	 (S1 (NP (DT a)(JJ sudden)(NN dash)))# 
100301192	flight	scheduled	trip	 (S1 (NP (NP (DT a)(JJ scheduled)(NN trip))(PP (IN by)(NP (NP (NN plane))(PP (IN between)(NP (VBN designated)(NNS airports)))))))# 
100306210	spin	rapid	descent	 (S1 (NP (NP (JJ rapid)(NN descent))(PP (IN of)(NP (NP (DT an)(NN aircraft))(PP (IN in)(NP (DT a)(JJ steep)(NN spiral)))))))# 
100306210	tailspin	rapid	descent	 (S1 (NP (NP (JJ rapid)(NN descent))(PP (IN of)(NP (NP (DT an)(NN aircraft))(PP (IN in)(NP (DT a)(JJ steep)(NN spiral)))))))# 
100307455	commute	regular	journey	 (S1 (NP (NP (DT a)(JJ regular)(NN journey))(PP (IN of)(NP (NP (DT some)(NN distance))(PP (TO to)(CC and)(IN from)(NP (NP (PRP your)(NN place))(PP (IN of)(NP (NN work)))))))))# 
100308871	run	regular	trip	 (S1 (NP (DT a)(JJ regular)(NN trip)))# 
100309011	run	short	trip	 (S1 (NP (DT a)(JJ short)(NN trip)))# 
100309540	spin	short	drive	 (S1 (NP (NP (DT a)(JJ short)(NN drive))(PP (IN in)(NP (DT a)(NN car)))))# 
100322634	injection	forceful	insertion	 (S1 (NP (NP (DT the)(JJ forceful)(NN insertion))(PP (IN of)(NP (NP (DT a)(NN substance))(PP (IN under)(NP (NN pressure)))))))# 
100325502	clamber	awkward	climb	 (S1 (NP (DT an)(JJ awkward)(NN climb)))# 
100327033	swoop	swift	descent	 (S1 (NP (NP (DT a)(JJ swift)(NN descent))(PP (IN through)(NP (DT the)(NN air)))))# 
100329031	sideslip	unexpected	slide	 (S1 (NP (DT an)(JJ unexpected)(NN slide)))# 
100329031	skid	unexpected	slide	 (S1 (NP (DT an)(JJ unexpected)(NN slide)))# 
100329031	slip	unexpected	slide	 (S1 (NP (DT an)(JJ unexpected)(NN slide)))# 
100329227	flow	continuous	progression	 (S1 (NP (JJ continuous)(NN progression)))# 
100329227	stream	continuous	progression	 (S1 (NP (JJ continuous)(NN progression)))# 
100329819	flood	large	flow	 (S1 (NP (DT a)(JJ large)(NN flow)))# 
100329819	outpouring	large	flow	 (S1 (NP (DT a)(JJ large)(NN flow)))# 
100329819	overflow	large	flow	 (S1 (NP (DT a)(JJ large)(NN flow)))# 
100333733	circumduction	circular	movement	 (S1 (NP (NP (DT a)(JJ circular)(NN movement))(PP (IN of)(NP (DT a)(NN limb)(CC or)(NN eye)))))# 
100336561	nutation	uncontrolled	nodding	 (S1 (NP (JJ uncontrolled)(NN nodding)))# 
100337210	lurch	up-and-down	motion	 (S1 (NP (NP (JJ abrupt)(JJ up-and-down)(NN motion))(PRN (-LRB- -LRB-)(SBAR (IN as)(S (VP (VBN caused)(PP (IN by)(NP (DT a)(UCP (NN ship)(CC or)(JJ other))(NN conveyance))))))(-RRB- -RRB-))))# 
100337210	pitch	up-and-down	motion	 (S1 (NP (NP (JJ abrupt)(JJ up-and-down)(NN motion))(PRN (-LRB- -LRB-)(SBAR (IN as)(S (VP (VBN caused)(PP (IN by)(NP (DT a)(UCP (NN ship)(CC or)(JJ other))(NN conveyance))))))(-RRB- -RRB-))))# 
100337210	pitching	up-and-down	motion	 (S1 (NP (NP (JJ abrupt)(JJ up-and-down)(NN motion))(PRN (-LRB- -LRB-)(SBAR (IN as)(S (VP (VBN caused)(PP (IN by)(NP (DT a)(UCP (NN ship)(CC or)(JJ other))(NN conveyance))))))(-RRB- -RRB-))))# 
100337605	nystagmus	involuntary	movements	 (S1 (NP (NP (JJ involuntary)(NNS movements))(PP (IN of)(NP (DT the)(NNS eyeballs)))))# 
100341435	reciprocation	back-and-forth	movement	 (S1 (NP (VBG alternating)(JJ back-and-forth)(NN movement)))# 
100345817	toss	abrupt	movement	 (S1 (NP (DT an)(JJ abrupt)(NN movement)))# 
100348801	shudder	involuntary	vibration	 (S1 (NP (NP (DT an)(JJ involuntary)(NN vibration))(PRN (-LRB- -LRB-)(PP (RB as)(IN if)(PP (IN from)(NP (NN illness)(CC or)(NN fear))))(-RRB- -RRB-))))# 
100348801	tremor	involuntary	vibration	 (S1 (NP (NP (DT an)(JJ involuntary)(NN vibration))(PRN (-LRB- -LRB-)(PP (RB as)(IN if)(PP (IN from)(NP (NN illness)(CC or)(NN fear))))(-RRB- -RRB-))))# 
100370885	vaginismus	muscular	contraction	 (S1 (NP (NP (JJ muscular)(NN contraction))(SBAR (WHNP (WDT that))(S (VP (VBZ causes)(S (NP (DT the)(NN vagina))(VP (TO to)(VP (VB close)))))))))# 
100387897	nick	small	cut	 (S1 (NP (DT a)(JJ small)(NN cut)))# 
100387897	notch	small	cut	 (S1 (NP (DT a)(JJ small)(NN cut)))# 
100387897	snick	small	cut	 (S1 (NP (DT a)(JJ small)(NN cut)))# 
100395654	circumcision	surgical	removal	 (S1 (NP (NP (JJ surgical)(NN removal))(PP (IN of)(NP (NP (DT the)(NN foreskin))(PP (IN of)(NP (NNS males)))))))# 
100397191	bowdlerisation	written	material	 (S1 (NP (NP (JJ written)(NN material))(SBAR (WHNP (WDT that))(S (VP (AUX has)(VP (AUX been)(VP (VBN bowdlerized))))))))# 
100397191	bowdlerization	written	material	 (S1 (NP (NP (JJ written)(NN material))(SBAR (WHNP (WDT that))(S (VP (AUX has)(VP (AUX been)(VP (VBN bowdlerized))))))))# 
100407535	activity	specific	behavior	 (S1 (NP (DT any)(JJ specific)(NN behavior)))# 
100409483	operation	planned	activity	 (S1 (NP (NP (DT a)(JJ planned)(NN activity))(VP (VBG involving)(NP (NP (JJ many)(NNS people))(VP (VBG performing)(NP (JJ various)(NNS actions)))))))# 
100412982	anthropophagy	human	cannibalism	 (S1 (NP (JJ human)(NN cannibalism)))# 
100414790	ritual	stereotyped	behavior	 (S1 (NP (JJ stereotyped)(NN behavior)))# 
100415000	habitude	habitual	mode	 (S1 (NP (NP (JJ habitual)(NN mode))(PP (IN of)(NP (NN behavior)))))# 
100424599	cruelty	cruel	act	 (S1 (NP (DT a)(JJ cruel)(NN act)))# 
100428000	celebration	joyous	diversion	 (S1 (NP (DT any)(JJ joyous)(NN diversion)))# 
100428000	festivity	joyous	diversion	 (S1 (NP (DT any)(JJ joyous)(NN diversion)))# 
100432689	avocation	auxiliary	activity	 (S1 (NP (DT an)(JJ auxiliary)(NN activity)))# 
100432689	by-line	auxiliary	activity	 (S1 (NP (DT an)(JJ auxiliary)(NN activity)))# 
100432689	hobby	auxiliary	activity	 (S1 (NP (DT an)(JJ auxiliary)(NN activity)))# 
100432689	pursuit	auxiliary	activity	 (S1 (NP (DT an)(JJ auxiliary)(NN activity)))# 
100432689	sideline	auxiliary	activity	 (S1 (NP (DT an)(JJ auxiliary)(NN activity)))# 
100434075	acrobatics	gymnastic	moves	 (S1 (NP (NP (DT the)(JJ gymnastic)(NNS moves))(PP (IN of)(NP (DT an)(NN acrobat)))))# 
100434075	tumbling	gymnastic	moves	 (S1 (NP (NP (DT the)(JJ gymnastic)(NNS moves))(PP (IN of)(NP (DT an)(NN acrobat)))))# 
100434231	backbend	acrobatic	feat	 (S1 (NP (NP (DT an)(JJ acrobatic)(NN feat))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT the)(NN trunk))(VP (AUX is)(ADJP (JJ bent)(PP (RB backward)(IN from)(NP (DT a)(NN standing)(NN position))))(SBAR (IN until)(S (NP (DT the)(NNS hands))(VP (VB touc
100434844	crucifix	gymnastic	exercise	 (S1 (NP (NP (DT a)(JJ gymnastic)(NN exercise))(VP (VBN performed)(PP (IN on)(NP (NP (DT the)(NNS rings))(SBAR (WHADVP (WRB when))(S (NP (DT the)(NN gymnast))(VP (VBZ supports)(NP (PRP himself))(SBAR (IN with)(S (NP (DT both)(NNS arms))(VP (VBN extended)(
100435013	dip	gymnastic	exercise	 (S1 (NP (NP (DT a)(JJ gymnastic)(NN exercise))(PP (IN on)(NP (NP (DT the)(JJ parallel)(NNS bars))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT the)(NN body))(VP (AUX is)(VP (VBN lowered)(CC and)(VBN raised)(PP (IN by)(S (VP (VBG bending)(CC and)(VBG s
100436339	hang	gymnastic	exercise	 (S1 (NP (NP (DT a)(JJ gymnastic)(NN exercise))(VP (VBN performed)(PP (IN on)(NP (NP (DT the)(NNS rings))(CC or)(NP (NP (JJ horizontal)(NN bar)(CC or)(NN parallel)(NNS bars))(SBAR (WHADVP (WRB when))(S (NP (DT the)(NN gymnast))('' '')(VP (VBZ s)(SBAR (S (
100437639	headstand	acrobatic	feat	 (S1 (NP (NP (DT an)(JJ acrobatic)(NN feat))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT a)(NN person))(VP (VBZ balances)(PP (IN on)(NP (NP (DT the)(NN head))(PRN (-LRB- -LRB-)(PP (ADVP (RB usually))(IN with)(NP (NP (DT the)(NN help))(PP (IN of)(NP (D
100437788	tumble	acrobatic	feat	 (S1 (NP (NP (DT an)(JJ acrobatic)(NN feat))(PP (IN of)(S (VP (VBG rolling)(CC or)(VBG turning)(NP (NN end))(PP (IN over)(NP (NN end))))))))# 
100438338	kip	gymnastic	exercise	 (S1 (NP (NP (DT a)(JJ gymnastic)(NN exercise))(VP (VBN performed)(S (VP (VP (VBG starting)(PP (IN from)(NP (NP (DT a)(NN position))(PP (IN with)(NP (NP (DT the)(NNS legs))(PP (IN over)(NP (DT the)(JJ upper)(NN body))))))))(CC and)(VP (VBG moving)(S (VP (
100438338	upstart	gymnastic	exercise	 (S1 (NP (NP (DT a)(JJ gymnastic)(NN exercise))(VP (VBN performed)(S (VP (VP (VBG starting)(PP (IN from)(NP (NP (DT a)(NN position))(PP (IN with)(NP (NP (DT the)(NNS legs))(PP (IN over)(NP (DT the)(JJ upper)(NN body))))))))(CC and)(VP (VBG moving)(S (VP (
100438725	scissors	gymnastic	exercise	 (S1 (NP (NP (DT a)(JJ gymnastic)(NN exercise))(VP (VBN performed)(PP (IN on)(NP (NP (DT the)(JJ pommel)(NN horse))(SBAR (WHADVP (WRB when))(S (NP (DT the)(NN gymnast))(VP (VBZ moves)(NP (PRP his)(NNS legs))(SBAR (IN as)(S (NP (NP (DT the)(NNS blades))(PP
100438893	straddle	gymnastic	exercise	 (S1 (NP (NP (DT a)(JJ gymnastic)(NN exercise))(VP (VBN performed)(PP (IN with)(NP (NP (DT a)(NN leg))(PP (IN on)(NP (NP (DT either)(NN side))(PP (IN of)(NP (DT the)(JJ parallel)(NNS bars))))))))))# 
100458641	catch	cooperative	game	 (S1 (NP (NP (DT a)(JJ cooperative)(NN game))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT a)(NN ball))(VP (AUX is)(VP (VBN passed)(ADVP (RB back)(CC and)(RB forth))))))))# 
100460844	nightcap	final	game	 (S1 (NP (NP (DT the)(JJ final)(NN game))(PP (IN of)(NP (DT a)(JJ double)(NN header)))))# 
100464037	goalie	defensive	position	 (S1 (NP (NP (DT the)(JJ defensive)(NN position))(PP (IN on)(NP (NP (DT an)(NN ice)(NN hockey))(CC or)(NP (NP (NN soccer)(CC or)(NN lacrosse)(NN team))(SBAR (WHNP (WP who))(S (VP (VP (VBZ stands)(PP (IN in)(NP (NP (NN front))(PP (IN of)(NP (DT the)(NN goa
100464037	goalkeeper	defensive	position	 (S1 (NP (NP (DT the)(JJ defensive)(NN position))(PP (IN on)(NP (NP (DT an)(NN ice)(NN hockey))(CC or)(NP (NP (NN soccer)(CC or)(NN lacrosse)(NN team))(SBAR (WHNP (WP who))(S (VP (VP (VBZ stands)(PP (IN in)(NP (NP (NN front))(PP (IN of)(NP (DT the)(NN goa
100464037	goaltender	defensive	position	 (S1 (NP (NP (DT the)(JJ defensive)(NN position))(PP (IN on)(NP (NP (DT an)(NN ice)(NN hockey))(CC or)(NP (NP (NN soccer)(CC or)(NN lacrosse)(NN team))(SBAR (WHNP (WP who))(S (VP (VP (VBZ stands)(PP (IN in)(NP (NP (NN front))(PP (IN of)(NP (DT the)(NN goa
100464037	netkeeper	defensive	position	 (S1 (NP (NP (DT the)(JJ defensive)(NN position))(PP (IN on)(NP (NP (DT an)(NN ice)(NN hockey))(CC or)(NP (NP (NN soccer)(CC or)(NN lacrosse)(NN team))(SBAR (WHNP (WP who))(S (VP (VP (VBZ stands)(PP (IN in)(NP (NP (NN front))(PP (IN of)(NP (DT the)(NN goa
100483848	pallone	Italian	game	 (S1 (NP (NP (DT an)(JJ Italian)(NN game))(ADJP (JJ similar)(PP (TO to)(NP (NN tennis))))))# 
100498558	pitch	all-fours	game	 (S1 (NP (NP (DT an)(JJ all-fours)(NN game))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NP (DT the)(JJ first)(NN card))(VP (VBN led)))(VP (AUX is)(NP (DT a)(NNP trump)))))))# 
100500927	miscue	faulty	shot	 (S1 (NP (NP (DT a)(JJ faulty)(NN shot))(PP (IN in)(NP (NNS billiards)))))# 
100502952	checkers	checkerboard	game	 (S1 (NP (NP (DT a)(JJ checkerboard)(NN game))(PP (IN for)(NP (NP (CD two)(NNS players))(SBAR (WHNP (WP who))(S (NP (DT each))(VP (AUX have)(NP (CD 12)(NNS pieces)))))))))# 
100502952	draughts	checkerboard	game	 (S1 (NP (NP (DT a)(JJ checkerboard)(NN game))(PP (IN for)(NP (NP (CD two)(NNS players))(SBAR (WHNP (WP who))(S (NP (DT each))(VP (AUX have)(NP (CD 12)(NNS pieces)))))))))# 
100505126	mahjong	Chinese	game	 (S1 (NP (NP (JJ Chinese)(NN game))(VP (VBN played)(PP (IN by)(NP (NP (CD 4)(NNS people))(PP (IN with)(NP (CD 144)(NNS tiles))))))))# 
100505126	Mah-Jongg	Chinese	game	 (S1 (NP (NP (JJ Chinese)(NN game))(VP (VBN played)(PP (IN by)(NP (NP (CD 4)(NNS people))(PP (IN with)(NP (CD 144)(NNS tiles))))))))# 
100509302	crapshoot	playing	craps	 (S1 (NP (JJ playing)(NNS craps)))# 
100509846	conviviality	boisterous	celebration	 (S1 (NP (DT a)(JJ boisterous)(NN celebration)))# 
100509846	jollification	boisterous	celebration	 (S1 (NP (DT a)(JJ boisterous)(NN celebration)))# 
100509846	merrymaking	boisterous	celebration	 (S1 (NP (DT a)(JJ boisterous)(NN celebration)))# 
100510189	revel	unrestrained	merrymaking	 (S1 (NP (JJ unrestrained)(NN merrymaking)))# 
100510189	revelry	unrestrained	merrymaking	 (S1 (NP (JJ unrestrained)(NN merrymaking)))# 
100510383	sexcapade	sexual	escapade	 (S1 (NP (DT a)(JJ sexual)(NN escapade)))#(S1 (NP (DT an)(JJ illicit)(NN affair)))# 
100510475	fling	brief	indulgence	 (S1 (NP (NP (DT a)(JJ brief)(NN indulgence))(PP (IN of)(NP (PRP your)(NNS impulses)))))# 
100510475	spree	brief	indulgence	 (S1 (NP (NP (DT a)(JJ brief)(NN indulgence))(PP (IN of)(NP (PRP your)(NNS impulses)))))# 
100510922	piss-up	vulgar	expression	 (S1 (NP (NP (JJ vulgar)(NN expression))(PP (IN for)(NP (NP (DT a)(NN bout))(PP (IN of)(NP (JJ heavy)(NN drinking)))))))# 
100511212	bacchanal	wild	gathering	 (S1 (NP (NP (DT a)(JJ wild)(NN gathering))(VP (VBG involving)(NP (JJ excessive)(NN drinking)(CC and)(NN promiscuity)))))# 
100511212	bacchanalia	wild	gathering	 (S1 (NP (NP (DT a)(JJ wild)(NN gathering))(VP (VBG involving)(NP (JJ excessive)(NN drinking)(CC and)(NN promiscuity)))))# 
100511212	debauch	wild	gathering	 (S1 (NP (NP (DT a)(JJ wild)(NN gathering))(VP (VBG involving)(NP (JJ excessive)(NN drinking)(CC and)(NN promiscuity)))))# 
100511212	debauchery	wild	gathering	 (S1 (NP (NP (DT a)(JJ wild)(NN gathering))(VP (VBG involving)(NP (JJ excessive)(NN drinking)(CC and)(NN promiscuity)))))# 
100511212	orgy	wild	gathering	 (S1 (NP (NP (DT a)(JJ wild)(NN gathering))(VP (VBG involving)(NP (JJ excessive)(NN drinking)(CC and)(NN promiscuity)))))# 
100511212	riot	wild	gathering	 (S1 (NP (NP (DT a)(JJ wild)(NN gathering))(VP (VBG involving)(NP (JJ excessive)(NN drinking)(CC and)(NN promiscuity)))))# 
100511212	saturnalia	wild	gathering	 (S1 (NP (NP (DT a)(JJ wild)(NN gathering))(VP (VBG involving)(NP (JJ excessive)(NN drinking)(CC and)(NN promiscuity)))))# 
100512522	coquetry	playful	behavior	 (S1 (NP (NP (JJ playful)(NN behavior))(VP (VBN intended)(S (VP (TO to)(VP (VB arouse)(NP (JJ sexual)(NN interest))))))))# 
100512522	dalliance	playful	behavior	 (S1 (NP (NP (JJ playful)(NN behavior))(VP (VBN intended)(S (VP (TO to)(VP (VB arouse)(NP (JJ sexual)(NN interest))))))))# 
100512522	flirt	playful	behavior	 (S1 (NP (NP (JJ playful)(NN behavior))(VP (VBN intended)(S (VP (TO to)(VP (VB arouse)(NP (JJ sexual)(NN interest))))))))# 
100512522	flirtation	playful	behavior	 (S1 (NP (NP (JJ playful)(NN behavior))(VP (VBN intended)(S (VP (TO to)(VP (VB arouse)(NP (JJ sexual)(NN interest))))))))# 
100512522	flirting	playful	behavior	 (S1 (NP (NP (JJ playful)(NN behavior))(VP (VBN intended)(S (VP (TO to)(VP (VB arouse)(NP (JJ sexual)(NN interest))))))))# 
100512522	toying	playful	behavior	 (S1 (NP (NP (JJ playful)(NN behavior))(VP (VBN intended)(S (VP (TO to)(VP (VB arouse)(NP (JJ sexual)(NN interest))))))))# 
100513841	teasing	playful	vexation	 (S1 (NP (JJ playful)(NN vexation)))# 
100514471	hotfoot	practical	joke	 (S1 (NP (NP (DT a)(JJ practical)(NN joke))(SBAR (WHNP (WDT that))(S (VP (VBZ involves)(S (VP (VP (VBG inserting)(ADVP (NP (DT a)(NN match))(RB surreptitiously))(PP (IN between)(NP (NP (DT the)(ADJP (JJ sole)(CC and)(JJ upper)))(PP (IN of)(NP (DT the)(NN 
100516086	celebration	public	performance	 (S1 (NP (NP (DT the)(JJ public)(NN performance))(PP (IN of)(NP (NP (DT a)(ADJP (JJ sacrament)(CC or)(JJ solemn))(NN ceremony))(PP (IN with)(NP (DT all)(JJ appropriate)(NN ritual)))))))# 
100516086	solemnisation	public	performance	 (S1 (NP (NP (DT the)(JJ public)(NN performance))(PP (IN of)(NP (NP (DT a)(ADJP (JJ sacrament)(CC or)(JJ solemn))(NN ceremony))(PP (IN with)(NP (DT all)(JJ appropriate)(NN ritual)))))))# 
100516086	solemnization	public	performance	 (S1 (NP (NP (DT the)(JJ public)(NN performance))(PP (IN of)(NP (NP (DT a)(ADJP (JJ sacrament)(CC or)(JJ solemn))(NN ceremony))(PP (IN with)(NP (DT all)(JJ appropriate)(NN ritual)))))))# 
100518669	blowout	gay	festivity	 (S1 (NP (DT a)(JJ gay)(NN festivity)))# 
100518669	gala	gay	festivity	 (S1 (NP (DT a)(JJ gay)(NN festivity)))# 
100518669	jamboree	gay	festivity	 (S1 (NP (DT a)(JJ gay)(NN festivity)))# 
100519579	horseshow	competitive	exhibition	 (S1 (NP (NP (DT a)(JJ competitive)(NN exhibition))(PP (IN of)(NP (NNS horses)))))# 
100521085	parade	visible	display	 (S1 (NP (DT a)(JJ visible)(NN display)))# 
100523513	athletics	active	diversion	 (S1 (NP (NP (DT an)(JJ active)(NN diversion))(VP (VBG requiring)(NP (NP (JJ physical)(NN exertion))(CC and)(NP (NN competition))))))# 
100523513	sport	active	diversion	 (S1 (NP (NP (DT an)(JJ active)(NN diversion))(VP (VBG requiring)(NP (NP (JJ physical)(NN exertion))(CC and)(NP (NN competition))))))# 
100526259	adagio	slow	section	 (S1 (NP (NP (DT a)(JJ slow)(NN section))(PP (IN of)(NP (NP (DT a)(FW pas)(FW de)(FW deux))(VP (VBG requiring)(NP (JJ great)(NN skill)(CC and)(NN strength))(PP (IN by)(NP (DT the)(NNS dancers))))))))# 
100528667	ballet	theatrical	representation	 (S1 (NP (NP (DT a)(JJ theatrical)(NN representation))(PP (IN of)(NP (NP (DT a)(NN story))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN performed)(PP (TO to)(NP (NN music)))(PP (IN by)(NP (VBN trained)(NNS dancers)))))))))))# 
100532896	farandole	lively	dance	 (S1 (NP (NP (DT a)(JJ lively)(NN dance))(PP (IN from)(NP (NNP Provence)))))# 
100533322	habanera	Cuban	dance	 (S1 (NP (NP (DT a)(JJ Cuban)(NN dance))(PP (IN in)(NP (JJ duple)(NN time)))))# 
100536655	cotilion	lively	dance	 (S1 (NP (NP (DT a)(JJ lively)(NN dance))(VP (VBG originating)(PP (IN in)(NP (NNP France)))(PP (IN in)(NP (DT the)(JJ 18th)(NN century))))))# 
100536655	cotillion	lively	dance	 (S1 (NP (NP (DT a)(JJ lively)(NN dance))(VP (VBG originating)(PP (IN in)(NP (NNP France)))(PP (IN in)(NP (DT the)(JJ 18th)(NN century))))))# 
100540211	reel	lively	dance	 (S1 (NP (NP (DT a)(JJ lively)(NN dance))(PP (IN of)(NP (NNP Scottish)(NNPS Highlanders)))))# 
100543233	music	musical	activity	 (S1 (NP (NP (JJ musical)(NN activity))(PRN (-LRB- -LRB-)(S (VP (VBG singing)(CC or)(VBG whistling)(NP (FW etc)(. .))))(-RRB- -RRB-))))# 
100546613	carol	joyful	song	 (S1 (NP (NP (DT a)(JJ joyful)(NN song))(PRN (-LRB- -LRB-)(PP (RB usually)(VBG celebrating)(NP (NP (DT the)(NN birth))(PP (IN of)(NP (NNP Christ)))))(-RRB- -RRB-))))# 
100547960	down-bow	downward	stroke	 (S1 (NP (NP (DT a)(JJ downward)(NN stroke))(PP (PP (IN from)(NP (DT the)(NN heel)))(PP (TO to)(NP (NP (DT the)(NN tip))(PP (IN of)(NP (DT the)(NN bow))))))))# 
100548068	up-bow	upward	stroke	 (S1 (NP (NP (DT an)(JJ upward)(NN stroke))(PP (PP (IN from)(NP (DT the)(NN tip)))(PP (TO to)(NP (NP (DT the)(NN heel))(PP (IN of)(NP (DT the)(NN bow))))))))# 
100549106	impression	impressionistic	portrayal	 (S1 (NP (NP (DT an)(JJ impressionistic)(NN portrayal))(PP (IN of)(NP (DT a)(NN person)))))# 
100549472	apery	imitative	behavior	 (S1 (NP (JJ imitative)(NN behavior)))# 
100549472	mimicry	imitative	behavior	 (S1 (NP (JJ imitative)(NN behavior)))# 
100550341	business	incidental	activity	 (S1 (NP (NP (JJ incidental)(NN activity))(VP (VBN performed)(PP (IN by)(NP (NP (DT an)(NN actor))(PP (IN for)(NP (JJ dramatic)(NN effect))))))))# 
100550341	byplay	incidental	activity	 (S1 (NP (NP (JJ incidental)(NN activity))(VP (VBN performed)(PP (IN by)(NP (NP (DT an)(NN actor))(PP (IN for)(NP (JJ dramatic)(NN effect))))))))# 
100551585	hamming	poor	acting	 (S1 (NP (NP (JJ poor)(NN acting))(PP (IN by)(NP (DT a)(NN ham)(NN actor)))))# 
100551585	overacting	poor	acting	 (S1 (NP (NP (JJ poor)(NN acting))(PP (IN by)(NP (DT a)(NN ham)(NN actor)))))# 
100552568	brouhaha	confused	disturbance	 (S1 (NP (NP (DT a)(JJ confused)(NN disturbance))(ADJP (ADJP (RB far)(JJR greater))(PP (IN than)(NP (PRP its)(NN cause)(NNS merits))))))# 
