Synset	T	V	N	Parsed Definition
200282652	silver	turn	silver	(S1 (S (VP (VB turn)(NP (NN silver)))))#
200282790	foliate	grow	leaves	(S1 (S (VP (VB grow)(NP (NNS leaves)))))#
200287392	pigment	acquire	pigment	(S1 (S (VP (VB acquire)(NP (NN pigment)))))#
200290132	tone	change	tone	(S1 (S (VP (VB change)(NP (NP (DT the)(NN color)(CC or)(NN tone))(PP (IN of))))))#
200290740	weaken	reduce	scope	(S1 (S (VP (VB reduce)(NP (NP (NP (DT the)(NN level))(CC or)(NP (NN intensity)))(CC or)(NP (NP (NN size)(CC or)(NN scope))(PP (IN of)))))))#
200290740	step down	reduce	scope	(S1 (S (VP (VB reduce)(NP (NP (NP (DT the)(NN level))(CC or)(NP (NN intensity)))(CC or)(NP (NP (NN size)(CC or)(NN scope))(PP (IN of)))))))#
200290740	de-escalate	reduce	scope	(S1 (S (VP (VB reduce)(NP (NP (NP (DT the)(NN level))(CC or)(NP (NN intensity)))(CC or)(NP (NP (NN size)(CC or)(NN scope))(PP (IN of)))))))#
200295254	temper	adjust	pitch	(S1 (S (VP (VB adjust)(NP (NP (DT the)(NN pitch))(PRN (-LRB- -LRB-)(PP (IN of)(NP (NNS pianos)))(-RRB- -RRB-))))))#
200295346	tune	adjust	pitches	(S1 (S (VP (VB adjust)(NP (NP (DT the)(NNS pitches))(PP (IN of)(NP (-LRB- -LRB-)(NP (JJ musical)(NNS instruments))(-RRB- -RRB-)))))))#
200295346	tune up	adjust	pitches	(S1 (S (VP (VB adjust)(NP (NP (DT the)(NNS pitches))(PP (IN of)(NP (-LRB- -LRB-)(NP (JJ musical)(NNS instruments))(-RRB- -RRB-)))))))#
200298067	adjust	make	conformable	(S1 (S (VP (VB make)(NP (NN correspondent)(CC or)(NN conformable)))))#
200298244	gear	set	character	(S1 (S (VP (VB set)(NP (NP (DT the)(NN level)(CC or)(NN character))(PP (IN of))))))#
200298244	pitch	set	character	(S1 (S (VP (VB set)(NP (NP (DT the)(NN level)(CC or)(NN character))(PP (IN of))))))#
200299188	keynote	set	keynote	(S1 (S (VP (VB set)(NP (NP (DT the)(NN keynote))(PP (IN of))))))#
200312165	dun	make	color	(S1 (S (VP (VB make)(NP (DT a)(NNP dun)(NN color)))))#
200312575	dusk	become	dusk	(S1 (S (VP (VB become)(NP (NN dusk)))))#
200313585	dim	become	lusterless	(S1 (S (VP (VB become)(NP (NN dim)(CC or)(NN lusterless)))))#
200315605	appreciate	increase	value	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN value))(PP (IN of))))))#
200315605	apprize	increase	value	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN value))(PP (IN of))))))#
200315605	apprise	increase	value	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN value))(PP (IN of))))))#
200315956	expense	reduce	value	(S1 (S (VP (VB reduce)(NP (NP (DT the)(VBN estimated)(NN value))(PP (IN of)(NP (NN something)))))))#
200315956	write off	reduce	value	(S1 (S (VP (VB reduce)(NP (NP (DT the)(VBN estimated)(NN value))(PP (IN of)(NP (NN something)))))))#
200315956	write down	reduce	value	(S1 (S (VP (VB reduce)(NP (NP (DT the)(VBN estimated)(NN value))(PP (IN of)(NP (NN something)))))))#
200317468	broaden	become	broader	(S1 (S (VP (VB become)(NP (JJR broader)))))#
200318326	extend	prolong	time	(S1 (S (VP (VB prolong)(NP (NP (DT the)(NN time))(VP (VBN allowed)(PP (IN for)(NP (NP (NN payment))(PP (IN of)))))))))#
200319629	resize	change	size	(S1 (S (VP (VB change)(NP (NP (DT the)(NN size))(PP (IN of))))))#
200327654	infuse	undergo	process	(S1 (S (VP (VB undergo)(NP (NP (DT the)(NN process))(PP (IN of)(NP (NN infusion)))))))#
200332445	pulverise	become	dust	(S1 (S (VP (VB become)(NP (NP (NNP powder))(CC or)(NP (NN dust))))))#
200332445	powderise	become	dust	(S1 (S (VP (VB become)(NP (NP (NNP powder))(CC or)(NP (NN dust))))))#
200332445	powderize	become	dust	(S1 (S (VP (VB become)(NP (NP (NNP powder))(CC or)(NP (NN dust))))))#
200332445	pulverize	become	dust	(S1 (S (VP (VB become)(NP (NP (NNP powder))(CC or)(NP (NN dust))))))#
200334996	break	destroy	integrity	(S1 (S (VP (VB destroy)(NP (NP (DT the)(NN integrity))(PP (IN of))))))#
200337568	craze	develop	network	(S1 (S (VP (VB develop)(NP (NP (DT a)(JJ fine)(NN network))(PP (IN of)(NP (NNS cracks)))))))#
200341560	proceed	follow	course	(S1 (S (VP (VB follow)(NP (DT a)(JJ certain)(NN course)))))#
200341560	go	follow	course	(S1 (S (VP (VB follow)(NP (DT a)(JJ certain)(NN course)))))#
200344174	materialize	become	reality	(S1 (S (VP (VB become)(NP (NN reality)))))#
200344174	materialise	become	reality	(S1 (S (VP (VB become)(NP (NN reality)))))#
200344174	happen	become	reality	(S1 (S (VP (VB become)(NP (NN reality)))))#
200354452	stanch	stop	flow	(S1 (S (VP (VB stop)(NP (NP (DT the)(NN flow))(PP (IN of)(NP (DT a)(NN liquid)))))))#
200354452	staunch	stop	flow	(S1 (S (VP (VB stop)(NP (NP (DT the)(NN flow))(PP (IN of)(NP (DT a)(NN liquid)))))))#
200354452	halt	stop	flow	(S1 (S (VP (VB stop)(NP (NP (DT the)(NN flow))(PP (IN of)(NP (DT a)(NN liquid)))))))#
200354452	stem	stop	flow	(S1 (S (VP (VB stop)(NP (NP (DT the)(NN flow))(PP (IN of)(NP (DT a)(NN liquid)))))))#
200355177	kill	destroy	quality	(S1 (S (VP (VB destroy)(NP (NP (DT a)(ADJP (RB vitally)(JJ essential))(NN quality))(PP (PP (IN of))(CC or)(PP (IN in)))))))#
200357332	bourgeon	produce	germinate	(S1 (S (VP (VB produce)(NP (NP (NNS buds))(, ,)(NP (NNS branches))(, ,)(CC or)(NP (NN germinate))))))#
200357332	sprout	produce	germinate	(S1 (S (VP (VB produce)(NP (NP (NNS buds))(, ,)(NP (NNS branches))(, ,)(CC or)(NP (NN germinate))))))#
200357332	pullulate	produce	germinate	(S1 (S (VP (VB produce)(NP (NP (NNS buds))(, ,)(NP (NNS branches))(, ,)(CC or)(NP (NN germinate))))))#
200357332	germinate	produce	germinate	(S1 (S (VP (VB produce)(NP (NP (NNS buds))(, ,)(NP (NNS branches))(, ,)(CC or)(NP (NN germinate))))))#
200357332	spud	produce	germinate	(S1 (S (VP (VB produce)(NP (NP (NNS buds))(, ,)(NP (NNS branches))(, ,)(CC or)(NP (NN germinate))))))#
200357332	shoot	produce	germinate	(S1 (S (VP (VB produce)(NP (NP (NNS buds))(, ,)(NP (NNS branches))(, ,)(CC or)(NP (NN germinate))))))#
200357332	burgeon forth	produce	germinate	(S1 (S (VP (VB produce)(NP (NP (NNS buds))(, ,)(NP (NNS branches))(, ,)(CC or)(NP (NN germinate))))))#
200357998	bud	develop	buds	(S1 (S (VP (VB develop)(NP (NNS buds)))))#
200361388	cloud over	become	overcast	(S1 (S (VP (VB become)(NP (NN overcast)))))#
200362128	curl	form	kink	(S1 (S (VP (VB form)(NP (NP (DT a)(VB curl))(, ,)(NP (NN curve))(, ,)(CC or)(NP (NN kink))))))#
200362128	curve	form	kink	(S1 (S (VP (VB form)(NP (NP (DT a)(VB curl))(, ,)(NP (NN curve))(, ,)(CC or)(NP (NN kink))))))#
200362128	kink	form	kink	(S1 (S (VP (VB form)(NP (NP (DT a)(VB curl))(, ,)(NP (NN curve))(, ,)(CC or)(NP (NN kink))))))#
200362348	break	prevent	completion	(S1 (S (VP (VB prevent)(NP (NN completion)))))#
200362348	break off	prevent	completion	(S1 (S (VP (VB prevent)(NP (NN completion)))))#
200362348	discontinue	prevent	completion	(S1 (S (VP (VB prevent)(NP (NN completion)))))#
200362348	stop	prevent	completion	(S1 (S (VP (VB prevent)(NP (NN completion)))))#
200363003	hang up	interrupt	conversation	(S1 (S (VP (VB interrupt)(NP (DT a)(NN telephone)(NN conversation)))))#
200363268	nolle pros	drop	prosecution	(S1 (S (VP (VB drop)(NP (NP (NN prosecution))(PP (IN of)(PP (IN by)(S (VP (VBG entering)(NP (NP (DT a)(JJ nolle)(NN prosequi))(PP (IN in)(NP (DT the)(NN court)(NNS records))))))))))))#
200363268	nol.pros.	drop	prosecution	(S1 (S (VP (VB drop)(NP (NP (NN prosecution))(PP (IN of)(PP (IN by)(S (VP (VBG entering)(NP (NP (DT a)(JJ nolle)(NN prosequi))(PP (IN in)(NP (DT the)(NN court)(NNS records))))))))))))#
200363268	nolle prosequi	drop	prosecution	(S1 (S (VP (VB drop)(NP (NP (NN prosecution))(PP (IN of)(PP (IN by)(S (VP (VBG entering)(NP (NP (DT a)(JJ nolle)(NN prosequi))(PP (IN in)(NP (DT the)(NN court)(NNS records))))))))))))#
200364868	condense	undergo	condensation	(S1 (S (VP (VB undergo)(NP (NN condensation)))))#
200364868	distill	undergo	condensation	(S1 (S (VP (VB undergo)(NP (NN condensation)))))#
200364868	distil	undergo	condensation	(S1 (S (VP (VB undergo)(NP (NN condensation)))))#
200366275	condense	cause	vapor	(S1 (S (VP (VB cause)(NP (NP (DT a)(NN gas)(CC or)(NN vapor))(SBAR (S (VP (TO to)(VP (VB change)(PP (IN into)(NP (DT a)(NN liquid)))))))))))#
200367685	unite	become	one	(S1 (S (VP (VB become)(NP (CD one)))))#
200367685	merge	become	one	(S1 (S (VP (VB become)(NP (CD one)))))#
200367685	unify	become	one	(S1 (S (VP (VB become)(NP (CD one)))))#
200370126	cool off	lose	intensity	(S1 (S (VP (VB lose)(NP (NN intensity)))))#
200370126	cool down	lose	intensity	(S1 (S (VP (VB lose)(NP (NN intensity)))))#
200370126	cool	lose	intensity	(S1 (S (VP (VB lose)(NP (NN intensity)))))#
200377002	burn	undergo	combustion	(S1 (S (VP (VB undergo)(NP (NN combustion)))))#
200377002	combust	undergo	combustion	(S1 (S (VP (VB undergo)(NP (NN combustion)))))#
200379023	backfire	set	fire	(S1 (S (VP (VB set)(NP (NP (DT a)(JJ controlled)(NN fire))(SBAR (S (VP (TO to)(VP (VB halt)(NP (DT an)(VBG advancing)(NN forest)(S (VP (TO to)(VP (VB prairie)(NP (NN fire))))))))))))))#
200380424	permute	change	arrangement	(S1 (S (VP (VB change)(NP (NP (DT the)(NN order)(CC or)(NN arrangement))(PP (IN of))))))#
200380424	transpose	change	arrangement	(S1 (S (VP (VB change)(NP (NP (DT the)(NN order)(CC or)(NN arrangement))(PP (IN of))))))#
200380424	commute	change	arrangement	(S1 (S (VP (VB change)(NP (NP (DT the)(NN order)(CC or)(NN arrangement))(PP (IN of))))))#
200382493	transmute	alter	nature	(S1 (S (VP (VB alter)(NP (NP (DT the)(NN nature))(PP (IN of)(NP (-LRB- -LRB-)(NP (NNS elements))(-RRB- -RRB-)))))))#
200385047	moralize	improve	morals	(S1 (S (VP (VB improve)(NP (NP (DT the)(NNS morals))(PP (IN of))))))#
200385047	moralise	improve	morals	(S1 (S (VP (VB improve)(NP (NP (DT the)(NNS morals))(PP (IN of))))))#
200386965	invert	reverse	condition	(S1 (S (VP (VB reverse)(NP (NP (DT the)(NN position)(, ,)(NN order)(, ,)(NN relation)(, ,)(CC or)(NN condition))(PP (IN of))))))#
200386965	reverse	reverse	condition	(S1 (S (VP (VB reverse)(NP (NP (DT the)(NN position)(, ,)(NN order)(, ,)(NN relation)(, ,)(CC or)(NN condition))(PP (IN of))))))#
200389992	pine away	lose	flesh	(S1 (S (VP (VB lose)(NP (NP (NN vigor)(, ,)(NN health)(, ,)(CC or)(NN flesh)(, ,))(PP (IN as)(PP (IN through)(NP (NN grief))))))))#
200389992	waste	lose	flesh	(S1 (S (VP (VB lose)(NP (NP (NN vigor)(, ,)(NN health)(, ,)(CC or)(NN flesh)(, ,))(PP (IN as)(PP (IN through)(NP (NN grief))))))))#
200389992	languish	lose	flesh	(S1 (S (VP (VB lose)(NP (NP (NN vigor)(, ,)(NN health)(, ,)(CC or)(NN flesh)(, ,))(PP (IN as)(PP (IN through)(NP (NN grief))))))))#
200391553	dampen	reduce	amplitude	(S1 (S (VP (VB reduce)(NP (NP (DT the)(NN amplitude))(PRN (-LRB- -LRB-)(PP (IN of)(NP (NNS oscillations)(CC or)(NNS waves)))(-RRB- -RRB-))))))#
200391971	dull	lose	brightness	(S1 (S (VP (VB lose)(NP (NN shine)(CC or)(NN brightness)))))#
200392142	pall	lose	effectiveness	(S1 (S (VP (VB lose)(NP (NN strength)(CC or)(NN effectiveness)))))#
200393398	sharpen	raise	pitch	(S1 (S (VP (VB raise)(NP (NP (DT the)(NN pitch))(PP (IN of)(NP (-LRB- -LRB-)(NP (JJ musical)(NNS notes))(-RRB- -RRB-)))))))#
200393534	drop	lower	pitch	(S1 (S (VP (VB lower)(NP (NP (DT the)(NN pitch))(PP (IN of)(NP (-LRB- -LRB-)(NP (JJ musical)(NNS notes))(-RRB- -RRB-)))))))#
200393534	flatten	lower	pitch	(S1 (S (VP (VB lower)(NP (NP (DT the)(NN pitch))(PP (IN of)(NP (-LRB- -LRB-)(NP (JJ musical)(NNS notes))(-RRB- -RRB-)))))))#
200395841	meld	lose	shape	(S1 (S (VP (VB lose)(NP (PRPs its)(JJ distinct)(NN outline)(CC or)(NN shape)))))#
200395841	melt	lose	shape	(S1 (S (VP (VB lose)(NP (PRPs its)(JJ distinct)(NN outline)(CC or)(NN shape)))))#
200399074	disintegrate	lose	current	(S1 (S (VP (VB lose)(NP (NP (DT a)(VBN stored)(NN charge))(, ,)(NP (JJ magnetic)(NN flux))(, ,)(CC or)(NP (JJ current))))))#
200399074	decay	lose	current	(S1 (S (VP (VB lose)(NP (NP (DT a)(VBN stored)(NN charge))(, ,)(NP (JJ magnetic)(NN flux))(, ,)(CC or)(NP (JJ current))))))#
200399074	decompose	lose	current	(S1 (S (VP (VB lose)(NP (NP (DT a)(VBN stored)(NN charge))(, ,)(NP (JJ magnetic)(NN flux))(, ,)(CC or)(NP (JJ current))))))#
200403149	pressurize	increase	pressure	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN pressure))(PP (IN in)(CC or)(PP (IN of)))))))#
200403149	pressurise	increase	pressure	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN pressure))(PP (IN in)(CC or)(PP (IN of)))))))#
200403401	pressurize	maintain	pressure	(S1 (S (VP (VB maintain)(NP (DT a)(JJ certain)(NN pressure)))))#
200403401	pressurise	maintain	pressure	(S1 (S (VP (VB maintain)(NP (DT a)(JJ certain)(NN pressure)))))#
200403609	pressurize	increase	pressure	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN pressure))(PP (IN on)(NP (DT a)(NN gas)(CC or)(NN liquid)))))))#
200403609	pressurise	increase	pressure	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN pressure))(PP (IN on)(NP (DT a)(NN gas)(CC or)(NN liquid)))))))#
200403609	supercharge	increase	pressure	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN pressure))(PP (IN on)(NP (DT a)(NN gas)(CC or)(NN liquid)))))))#
200403967	depressurize	decrease	pressure	(S1 (S (VP (VB decrease)(NP (NP (DT the)(NN pressure))(PP (IN of))))))#
200403967	depressurise	decrease	pressure	(S1 (S (VP (VB decrease)(NP (NP (DT the)(NN pressure))(PP (IN of))))))#
200403967	decompress	decrease	pressure	(S1 (S (VP (VB decrease)(NP (NP (DT the)(NN pressure))(PP (IN of))))))#
200415044	settle	form	community	(S1 (S (VP (VB form)(NP (DT a)(NN community)))))#
200421917	wither	lose	vitality	(S1 (S (VP (VB lose)(NP (NP (NN freshness))(, ,)(NP (NN vigor))(, ,)(CC or)(NP (NN vitality))))))#
200421917	fade	lose	vitality	(S1 (S (VP (VB lose)(NP (NP (NN freshness))(, ,)(NP (NN vigor))(, ,)(CC or)(NP (NN vitality))))))#
200423702	come on	make	showing	(S1 (S (VP (VB make)(NP (DT a)(NN showing)))))#
200423702	come out	make	showing	(S1 (S (VP (VB make)(NP (DT a)(NN showing)))))#
200423702	turn up	make	showing	(S1 (S (VP (VB make)(NP (DT a)(NN showing)))))#
200423702	surface	make	showing	(S1 (S (VP (VB make)(NP (DT a)(NN showing)))))#
200423702	show up	make	showing	(S1 (S (VP (VB make)(NP (DT a)(NN showing)))))#
200424869	flash	emit	burst	(S1 (S (VP (VB emit)(NP (NP (DT a)(JJ brief)(NN burst))(PP (IN of)(NP (NN light)))))))#
200428067	hedge	minimize	risk	(S1 (S (VP (VB minimize)(NP (NN loss)(CC or)(NN risk)))))#
200429642	spill	reduce	pressure	(S1 (S (VP (VB reduce)(NP (NP (DT the)(NN pressure))(PP (IN of)(NP (NP (NN wind))(PP (IN on)(NP (-LRB- -LRB-)(NP (DT a)(NN sail))(-RRB- -RRB-)))))))))#
200430494	thin out	become	sparser	(S1 (S (VP (VB become)(NP (NN sparser)))))#
200430999	thin	lose	thickness	(S1 (S (VP (VB lose)(NP (NN thickness)))))#
200434374	give way	stop	functioning	(S1 (S (VP (VB stop)(NP (NN operating)(CC or)(NN functioning)))))#
200434374	break down	stop	functioning	(S1 (S (VP (VB stop)(NP (NN operating)(CC or)(NN functioning)))))#
200434374	break	stop	functioning	(S1 (S (VP (VB stop)(NP (NN operating)(CC or)(NN functioning)))))#
200434374	go	stop	functioning	(S1 (S (VP (VB stop)(NP (NN operating)(CC or)(NN functioning)))))#
200434374	conk out	stop	functioning	(S1 (S (VP (VB stop)(NP (NN operating)(CC or)(NN functioning)))))#
200434374	die	stop	functioning	(S1 (S (VP (VB stop)(NP (NN operating)(CC or)(NN functioning)))))#
200434374	go bad	stop	functioning	(S1 (S (VP (VB stop)(NP (NN operating)(CC or)(NN functioning)))))#
200434374	fail	stop	functioning	(S1 (S (VP (VB stop)(NP (NN operating)(CC or)(NN functioning)))))#
200434374	give out	stop	functioning	(S1 (S (VP (VB stop)(NP (NN operating)(CC or)(NN functioning)))))#
200437449	specialize	become	focus	(S1 (S (VP (VB become)(NP (NP (JJR more)(NN focus))(PP (IN on)(NP (NP (DT an)(NN area))(PP (IN of)(NP (NP (NN activity))(CC or)(NP (NP (NN field))(PP (IN of)(NP (NN study))))))))))))#
200437449	specialise	become	focus	(S1 (S (VP (VB become)(NP (NP (JJR more)(NN focus))(PP (IN on)(NP (NP (DT an)(NN area))(PP (IN of)(NP (NP (NN activity))(CC or)(NP (NP (NN field))(PP (IN of)(NP (NN study))))))))))))#
200437449	narrow	become	focus	(S1 (S (VP (VB become)(NP (NP (JJR more)(NN focus))(PP (IN on)(NP (NP (DT an)(NN area))(PP (IN of)(NP (NP (NN activity))(CC or)(NP (NP (NN field))(PP (IN of)(NP (NN study))))))))))))#
200437449	narrow down	become	focus	(S1 (S (VP (VB become)(NP (NP (JJR more)(NN focus))(PP (IN on)(NP (NP (DT an)(NN area))(PP (IN of)(NP (NP (NN activity))(CC or)(NP (NP (NN field))(PP (IN of)(NP (NN study))))))))))))#
200438495	decelerate	reduce	speed	(S1 (S (VP (VB reduce)(NP (NP (DT the)(NN speed))(PP (IN of))))))#
200438495	slow down	reduce	speed	(S1 (S (VP (VB reduce)(NP (NP (DT the)(NN speed))(PP (IN of))))))#
200439698	rev up	increase	number	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN number))(PP (IN of)(NP (NP (NNS rotations))(PP (IN per)(NP (NN minute)))))))))#
200439698	rev	increase	number	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN number))(PP (IN of)(NP (NP (NNS rotations))(PP (IN per)(NP (NN minute)))))))))#
200439958	slow down	lose	velocity	(S1 (S (VP (VB lose)(NP (NN velocity)))))#
200439958	slow up	lose	velocity	(S1 (S (VP (VB lose)(NP (NN velocity)))))#
200439958	decelerate	lose	velocity	(S1 (S (VP (VB lose)(NP (NN velocity)))))#
200439958	retard	lose	velocity	(S1 (S (VP (VB lose)(NP (NN velocity)))))#
200439958	slow	lose	velocity	(S1 (S (VP (VB lose)(NP (NN velocity)))))#
200440286	check	slow	development	(S1 (S (VP (VB slow)(NP (NP (DT the)(NN growth)(CC or)(NN development))(PP (IN of))))))#
200440286	retard	slow	development	(S1 (S (VP (VB slow)(NP (NP (DT the)(NN growth)(CC or)(NN development))(PP (IN of))))))#
200440286	delay	slow	development	(S1 (S (VP (VB slow)(NP (NP (DT the)(NN growth)(CC or)(NN development))(PP (IN of))))))#
200441881	belittle	lessen	reputation	(S1 (S (VP (VB lessen)(NP (NP (DT the)(NN authority)(, ,)(NN dignity)(, ,)(CC or)(NN reputation))(PP (IN of))))))#
200441881	diminish	lessen	reputation	(S1 (S (VP (VB lessen)(NP (NP (DT the)(NN authority)(, ,)(NN dignity)(, ,)(CC or)(NN reputation))(PP (IN of))))))#
200443670	effloresce	assume	form	(S1 (S (VP (VB assume)(NP (JJ crystalline)(NN form)))))#
200443670	crystalise	assume	form	(S1 (S (VP (VB assume)(NP (JJ crystalline)(NN form)))))#
200443670	crystallize	assume	form	(S1 (S (VP (VB assume)(NP (JJ crystalline)(NN form)))))#
200443670	crystalize	assume	form	(S1 (S (VP (VB assume)(NP (JJ crystalline)(NN form)))))#
200446695	solvate	cause	solvation	(S1 (S (VP (VB cause)(NP (NP (DT a)(NN solvation))(PP (IN in)(NP (-LRB- -LRB-)(NP (DT a)(NN substance))(-RRB- -RRB-)))))))#
200446885	react	undergo	reaction	(S1 (S (VP (VB undergo)(NP (DT a)(NN chemical)(NN reaction)))))#
200447158	build	improve	action	(S1 (S (VP (VB improve)(NP (NP (DT the)(NN cleansing)(NN action))(PP (IN of))))))#
200453803	replenish	fill	something	(S1 (S (VP (VB fill)(NP (NP (NN something))(SBAR (WHNP (WDT that))(S (VP (AUX had)(ADVP (RB previously))(VP (AUX been)(VP (VBN emptied))))))))))#
200453803	fill again	fill	something	(S1 (S (VP (VB fill)(NP (NP (NN something))(SBAR (WHNP (WDT that))(S (VP (AUX had)(ADVP (RB previously))(VP (AUX been)(VP (VBN emptied))))))))))#
200453803	refill	fill	something	(S1 (S (VP (VB fill)(NP (NP (NN something))(SBAR (WHNP (WDT that))(S (VP (AUX had)(ADVP (RB previously))(VP (AUX been)(VP (VBN emptied))))))))))#
200462689	inhibit	limit	extent	(S1 (S (VP (VB limit)(NP (NP (DT the)(NX (NX (NN range))(CC or)(NX (NN extent))))(PP (IN of))))))#
200465461	collimate	adjust	line	(S1 (S (VP (VB adjust)(NP (NP (DT the)(NN line))(PP (IN of)(NP (NP (NN sight))(PP (IN of)(NP (-LRB- -LRB-)(NP (DT an)(JJ optical)(NN instrument))(-RRB- -RRB-)))))))))#
200467451	integrate	become	one	(S1 (S (VP (VB become)(NP (CD one)))))#
200469794	wilt	lose	strength	(S1 (S (VP (VB lose)(NP (NN strength)))))#
200479176	slaughter	kill	number	(S1 (S (VP (VB kill)(NP (NP (DT a)(JJ large)(NN number))(PP (IN of)(NP (NP (NNS people))(ADVP (RB indiscriminately))))))))#
200479176	mow down	kill	number	(S1 (S (VP (VB kill)(NP (NP (DT a)(JJ large)(NN number))(PP (IN of)(NP (NP (NNS people))(ADVP (RB indiscriminately))))))))#
200479176	massacre	kill	number	(S1 (S (VP (VB kill)(NP (NP (DT a)(JJ large)(NN number))(PP (IN of)(NP (NP (NNS people))(ADVP (RB indiscriminately))))))))#
200483656	key	regulate	pitch	(S1 (S (VP (VB regulate)(NP (NP (DT the)(JJ musical)(NN pitch))(PP (IN of))))))#
200489699	justify	adjust	spaces	(S1 (S (VP (VB adjust)(NP (NP (DT the)(NNS spaces))(PP (IN between)(NP (NNS words)))))))#
200490968	clock	measure	person	(S1 (S (VP (VB measure)(NP (NP (NP (DT the)(NN time)(CC or)(NN duration))(PP (IN of)(NP (DT an)(NN event)(CC or)(NN action))))(CC or)(NP (NP (DT the)(NN person))(SBAR (WHNP (WP who))(S (VP (VBZ performs)(NP (NP (DT an)(NN action))(PP (IN in)(NP (NP (DT a)
200490968	time	measure	person	(S1 (S (VP (VB measure)(NP (NP (NP (DT the)(NN time)(CC or)(NN duration))(PP (IN of)(NP (DT an)(NN event)(CC or)(NN action))))(CC or)(NP (NP (DT the)(NN person))(SBAR (WHNP (WP who))(S (VP (VBZ performs)(NP (NP (DT an)(NN action))(PP (IN in)(NP (NP (DT a)
200491689	fathom	measure	depth	(S1 (S (VP (VB measure)(NP (NP (DT the)(NN depth))(PP (IN of)(S (VP (PRN (-LRB- -LRB-)(NP (NP (DT a)(NN body))(PP (IN of)(NP (NN water))))(-RRB- -RRB-))(PP (IN with)(NP (DT a)(VBG sounding)(NN line))))))))))#
200491689	sound	measure	depth	(S1 (S (VP (VB measure)(NP (NP (DT the)(NN depth))(PP (IN of)(S (VP (PRN (-LRB- -LRB-)(NP (NP (DT a)(NN body))(PP (IN of)(NP (NN water))))(-RRB- -RRB-))(PP (IN with)(NP (DT a)(VBG sounding)(NN line))))))))))#
200498836	coke	become	coke	(S1 (S (VP (VB become)(NP (NN coke)))))#
200499304	decalcify	lose	calcium	(S1 (S (VP (VB lose)(NP (NN calcium)(CC or)(NN calcium)(NNS compounds)))))#
200500356	industrialise	develop	industry	(S1 (S (VP (VB develop)(NP (NN industry)))))#
200500356	industrialize	develop	industry	(S1 (S (VP (VB develop)(NP (NN industry)))))#
200501718	decarboxylate	lose	group	(S1 (S (VP (VB lose)(NP (DT a)(NN carboxyl)(NN group)))))#
